번호,음식_링크,음식_이름,이미지_링크,원재료 및 원산지,칼로리(kcal),탄수화물(g),단백질(g),총 지방(g)
164,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2225,진진짜라 용기,https://ottogi.co.kr/pds/product/2021-04-27_1020189733[1].jpg,"*면:소맥분(밀:호주산,미국산),변성전분,팜유(말레이시아산),감자전분,귀리식이섬유,글루텐,정제소금,기타식용유지가공품,분리대두단백,효모,면류첨가알칼리제(산도조절제),난각분말,야채풍미액,유화유지,구아검,시즈닝분말,알긴산나트륨,셀룰로스검,비타민B2,녹차풍미유*스프류:볶음짜장소스[짜장페이스트{춘장(밀:미국산,호주산)},볶음양파오일{옥수수유(옥수수배아:외국산)},설탕,액상스프베이스,볶음양파페이스트],참맛간짜장페이스트,올리고당,짬뽕양념농축액,정제수,짬뽕향미유,해물양념소스,설탕,시즈닝분말,삼선짜장페이스트,참맛지미분말,짜장조미분말,짜장시즈닝분말,참맛간짜장분말,고춧가루,오징어엑기스,향미증진제,감칠맛베이스,오징어양념분말,로스팅양파분말,효모추출조미분말,양파풍미유,짜장시즈닝오일,칠리추출물,웍풍미소스,효모추출물,영양강화제,대두단백,건양배추,동결건조완두콩,계란조미후레이크,조미쇠고기맛후레이크,튀김감자다이스,건양파밀,대두,계란,우유,쇠고기,돼지고기,닭고기,오징어,새우,게,조개류(굴,홍합포함)함유",505,75,11,19
165,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2226,쇠고기미역국라면 용기,https://ottogi.co.kr/pds/product/2022-05-11_325368108[3].jpg,"*면:소맥분(밀:미국산,호주산),변성전분,팜유(말레이시아산),쌀가루,감자전분,글루텐,정제소금,미역국농축페이스트,난각분말,이스트엑기스,유화유지,면류첨가알칼리제(산도조절제),구아검,알긴산나트륨,셀룰로스검,강황추출액,녹차풍미유*스프류:양지풍미페이스트[양지풍미베이스{정제소금(국산)},쇠고기농축액(쇠고기:호주산)},돈골추출농축액{돈골추출액(돈사골:국산)},식물성크림,정제소금,저감미당],미역국농축페이스트,덱스트린,사골엑기스,올리고당,정제수,참맛양지육수페이스트(쇠고기:호주산),쇠고기다시(쇠고기:호주산),진한감칠맛분,설탕,마늘,고소한맛분말,미역분말(미역:국산),건미역(미역:국산),볶은미역(미역:국산),비프볼후레이크(쇠고기:호주산),조미쇠고기맛후레이크밀,대두,계란,우유,쇠고기,돼지고기,닭고기,땅콩 함유",415,58,10,16
166,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2227,쇠고기미역국라면 컵,https://ottogi.co.kr/pds/product/2022-05-11_325368108[1].jpg,"*면:소맥분(밀:미국산,호주산),변성전분,팜유(말레이시아산),쌀가루,고올레산해바라기유,감자전분,글루텐,정제소금,난각분말,미역국농축페이스트,면류첨가알칼리제(산도조절제),구아검,알긴산나트륨,셀룰로스검,강황추출액,녹차풍미유*스프류:양지풍미페이스트[양지풍미베이스{정제소금(국산),쇠고기농축액(쇠고기:호주산)},돈골추출농축액{돈골추출액(돈사골:국산)},식물성크림,정제소금,저감미당],미역국농축농축페이스트,덱스트린,사골엑기스,올리고당,정제수,참맛양지육수페이스트(쇠고기:호주산),쇠고기다시(쇠고기:호주산),진한감칠맛분,설탕,마늘,고소한맛분말,미역분말(미역:국산),건미역(미역:국산),볶은미역(미역:국산),조미쇠고기맛후레이크밀,대두,계란,우유,쇠고기,돼지고기,닭고기,땅콩 함유",250,35,5,10
167,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2228,크림진짬뽕_용기,https://ottogi.co.kr/pds/product/2021-04-19_457519925[1].jpg,"면: 소맥분(밀:호주산),변성전분,팜유(말레이시아산),감자전분(외국산:덴마크,프랑스,독일 등),정제소금,글루텐,기타 식용유지가공품,귀리식이섬유,불활성건조효모,구아검,알긴산나트륨,셀룰로스검,이스트엑기스,양파엑기스,난각분말,면류첨가알칼리제(산도조절제),유화유지,녹차풍미유,비타민B2스프류: 설탕,생크림분말(유크림:국산),유지혼합분말,치즈분말에프,뉴크림전지분(유크림:국산),정제수,짬뽕양념농축액,짬뽕향미유,해물양념소스,난황분,참맛지미분말,오징어엑기스,마스카포네치즈분말,알파옥수수분말,고추맛추출기름,홍합농축분말,볶음야채풍미유,변성전분,순한고추맛분말,치즈향미분,감칠맛베이스,미더덕엑기스,향미증진제,마늘,진한감칠맛분,오징어양념분말,조미채종유,고춧가루,해물야채볶음소스,닭육수농축액,사골엑기스,양파,볶음야채분말,덱스트린,볶음마늘분,홍합농축액,조미육수분말,해물찌개브로스,닭육수분말,혼합제제(제삼인산칼슘,탄산칼슘),파슬리후레이크,정제소금,웍풍미소스,칠리추출물,영양강화제,매운칠리추출물밀,대두,계란,우유,쇠고기,돼지고기,닭고기,오징어,새우,게,조개류(굴,홍합 포함) 함유메밀,토마토,고등어,땅콩 혼입가능",460,67,8,19
168,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2229,크림진짬뽕,https://ottogi.co.kr/pds/product/2022-09-13_882453123[1].jpg,"면: 소맥분(밀:호주산),감자전분(외국산:덴마크,프랑스,독일 등),변성전분,팜유(말레이시아산),글루텐,정제소금,귀리식이섬유,불활성건조효모,유화유지,면류첨가알칼리제(산도조절제),난각분말,감칠맛베이스,복합지미분,양파엑기스,구아검,알긴산나트륨,셀룰로스검,녹차풍미유,비타민B2스프류: 설탕,생크림분말(유크림:국산),짬뽕향미유,치즈분말에프,식물성크림1,정제수,짬뽕양념농축액,고추맛추출기름,치즈향미분,볶음야채풍미유,해물양념소스,마스카포네치즈분말,난황분,참맛지미분말,오징어엑기스,알파옥수수분말,홍합농축분말,순한고추맛분말,조미채종유,감칠맛베이스,미더덕엑기스,변성전분,식물성크림2,야채조미베이스,향미증진제,마늘,진한감칠맛분,오징어양념분말,볶음야채분말,고춧가루,해물야채볶음소스,닭육수농축액,사골엑기스,양파,볶음마늘분,덱스트린,홍합농축액,조미육수분말,해물찌개브로스,영양강화제1,영양강화제2,정제소금,옥배유,닭육수분말,파슬리후레이크,웍풍미소스,칠리추출물,영양강화제3,매운칠리추출물밀,대두,계란,우유,쇠고기,돼지고기,닭고기,오징어,새우,게,조개류(굴,홍합 포함) 함유메밀,토마토,고등어,땅콩 혼입가능",545,82,9,21
169,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2232,REAL 프렌치 크로크무슈 오리지널,https://ottogi.co.kr/pds/product/2021-04-19_457521397[5].jpg,"밀가루(밀:미국산,캐나다산),체다치즈18.73%[미국산:원유,정제소금,우유응고효소,유산균배양액,수용성안나토(착색료)],오뗄스모크햄18.73%[돼지고기(외국산),옥수수전분(옥수수:외국산),양파,함수결정포도당,정제소금],정제수,무슈크림소스(가공유크림,마요네즈,우유,기타과당,설탕),콤파운드마가린,자연치즈,파마산슈레드치즈,설탕,탈지분유,효모,소금",440,37,14,26
170,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2235,콤비네이션피자 UNO,https://ottogi.co.kr/pds/product/2021-04-19_457519337[1].PNG,"밀가루(밀:미국산, 캐나다산), 피자치즈[모짜렐라치즈(외국산), 고다치즈(외국산), 분말셀룰로스], 정제수, 피자소스[토마토페이스트(중국산), 기타과당, 설탕, 변성전분, 사과농축액(사과:국산)], 불고기탑핑, 스모크햄, 소시지,, 식물성유지, 사각페페로니, 냉동슈퍼스위트콘, 양파, 피망, 블랙올리브, 설탕, 탈지분유, 생효모, 정제소금",495,53,21,22
171,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2236,불고기피자 UNO,https://ottogi.co.kr/pds/product/2021-04-19_457519337[3].PNG,"밀가루(밀:미국산, 캐나다산), 피자치즈[모짜렐라치즈(외국산), 고다치즈(외국산), 분말셀룰로스], 정제수, 불고기피자소스10.23%[덱스트린, 물엿, 양조간장(탈지대두:외국산), 설탕, 혼합제제(변성전분, 말토덱스트린)], 바싹불고기6.05%[쇠고기(호주산), 소스, 설탕, 양조간장, 참기름], 식물성유지, 양파, 새송이버섯, 피망, 설탕, 탈지분유, 생효모, 정제소금",480,53,22,20
172,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2238,REAL 프렌치 크로크무슈 베이컨치즈,https://ottogi.co.kr/pds/product/2021-04-19_457521397[9].jpg,"밀가루(밀:미국산,캐나다산),체다치즈18.12%[미국산:원유,정제소금,우유응고효소,유산균배양액,수용성안나토(착색료)],오뗄스모크햄18.12%[돼지고기(외국산),옥수수전분(옥수수:외국산),양파,함수결정포도당,정제소금],정제수,무슈체다치즈소스[우유,체다치즈12%,진한요리크림,혼합제제(변성전분,말토덱스트린),체다치즈파우더],콤파운드마가린,자연치즈,풀리쿡드베이컨3.24%(미국산),파마산슈레드치즈,설탕,탈지분유,효모,소금",450,40,16,25
173,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2239,REAL 프렌치 크로크무슈 갈릭 고르곤졸라,https://ottogi.co.kr/pds/product/2021-04-19_457523081[1].jpg,"밀가루(밀:미국산,캐나다산),체다치즈18.73%[미국산:원유,정제소금,우유응고효소,유산균배양액,수용성안나토(착색료)],오뗄스모크햄18.73%[돼지고기(외국산),옥수수전분(옥수수:외국산)],양파,함수결정포도당,정제소금],정제수,무슈고르곤갈릭소스[마요네즈{식물성유지(외국산)},기타과당,설탕,식물성크림{팜핵경화유(인도네시아)},고르곤졸라피칸테],콤파운드마가린,자연치즈,파마산슈레드치즈,설탕,탈지분유,효모,소금",445,37,14,27
174,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2241,대구식 쇠고기육개장,https://ottogi.co.kr/pds/product/2022-06-24_506412547[7].jpg,"정제수, 파(중국산), 토란대(미얀마산), 쇠고기(뉴질랜드산), 무, 양지국물 농축액[양지농축액(쇠고기:국산)], 양파, 사골엑기스, 마늘, 흰파민스, 대파기름, 파엑기스, 고춧가루, 양조간장, 쇠고기다시, 비프엑기스, 식물성분해단백, 육수맛혼합분, L-글루탐산나트륨(향미증진제), 향미증진제, 후추분대두, 밀, 우유, 쇠고기 조개류(굴) 함유",250,21,14,12
175,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2242,나주식 쇠고기곰탕,https://ottogi.co.kr/pds/product/2022-06-24_506412547[3].jpg,"정제수, 쇠고기(소볼살:호주산), 쇠고기(양지:뉴질랜드산), 양지국물농축액[양지농축액(쇠고기:국산)], 마늘, 대파, 파엑기스,정제소금, 향미증진제, 효모추출물, 후추분",140,3,19,6
176,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2243,마포식 차돌된장찌개,https://ottogi.co.kr/pds/product/2022-06-24_506412547[5].jpg,"정제수, 두부[대두(외국산),황산칼슘,혼합제제(레시틴,탄산마그네슘,식물성유지,글리세린지방산에스테르)], 호박(국산), 쇠고기(차돌양지:뉴질랜드산), 감자, 양파, 된장-1, 무, 파, 된장-2, 홍고추, 마늘, 청양고추, 양지국물농축액, 혼합제제(변성전분,덱스트린), 멸치엑기스, 다시마엑기스, L-글루탐산나트륨(향미증진제), 야채풍미유, 고춧가루",380,47,21,12
177,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2244,방앗간 들기름,https://ottogi.co.kr/pds/product/2021-04-26_806363628[16].jpg,"압착들기름 99.94%{들깨100%:외국산(중국,미얀마,베트남 등)},d-토코페롤(혼합형)",830,0,0,92
178,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2247,간편 미역냉국,https://ottogi.co.kr/pds/product/2021-05-25_591544372[1].jpg,"?옛날자른미역10% : 미역(국산),천일염(호주산)?분말스프 : 혼합식초분말(2배양조식초,3배양조식초,덱스트린,산도조절제), 설탕, 에리스리톨, 정제소금(국산), 구연산, 양념복합분말[양념복합베이스(정제소금:국산),정제소금(국산)], 다시마분말, 참깨, 건마늘조각",50,12,0,0
179,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2249,렌지에 돌려먹는 연어구이,https://ottogi.co.kr/pds/product/2022-04-26_980935806[7].jpg,"대서양연어99.1%(노르웨이산), 천일염, 녹차, 강황, 생강",125,3,13,7
180,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2250,렌지에 돌려먹는 훈제연어구이,https://ottogi.co.kr/pds/product/2022-04-26_980935806[9].jpg,"대서양연어99.1%(노르웨이산), 천일염, 녹차, 강황, 생강",140,7,12,7
181,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2251,렌지에 돌려먹는 간편 고등어구이,https://ottogi.co.kr/pds/product/2021-04-21_885050088[4].png,"노르웨이고등어99.2%(노르웨이산), 천일염, 녹차, 강황, 생강",205,7,11,15
182,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2255,라망 구워먹는 치즈,https://ottogi.co.kr/pds/product/2021-04-21_885053761[5].jpg,"모짜렐라치즈99.35%[외국산(독일, 미국, 뉴질랜드 등) : 원유 정제소금, 유산균배양액, 우유응고효소], 산도조절제, 소브산칼륨(보존료), 정제소금                               우유함유",55,1,6,3
183,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2256,라망 구워먹는 치즈 250g,https://ottogi.co.kr/pds/product/2021-04-21_885053761[7].jpg,"모짜렐라치즈99.35%[외국산(독일, 미국, 뉴질랜드 등) : 원유 정제소금, 유산균배양액, 우유응고효소], 산도조절제, 소브산칼륨(보존료), 정제소금",55,1,6,3
184,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2257,라망 스트링치즈 파마산,https://ottogi.co.kr/pds/product/2021-04-21_885053761[9].jpg,"모짜렐라커드 78.85%[(외국산:미국, 독일, 리투아니아 등):살균우유, 배양액, 정제소금, 우유응고효소, 염화칼슘], 파마산치즈 9.5%(호주산:살균우유, 정제소금, 배양액, 우유응고효소), 탈지분유(탈지유100%:국산), 정제수, 소브산칼륨(보존료)",50,1,5,3.1
185,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2258,라망 스트링치즈 플레인,https://ottogi.co.kr/pds/product/2021-04-21_885053761[11].jpg,"모짜렐라커드 88%[(외국산:미국, 독일, 리투아니아 등):살균우유, 배양액, 정제소금, 우유응고효소, 염화칼슘], 탈지분유(탈지유100%:국산), 정제수, 소브산칼륨(보존료), 정제소금(국산)",50,1,5,2.8
186,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2259,곤누들 콩국수,https://ottogi.co.kr/pds/product/2021-04-21_885055358[1].jpg,"*곤약면:정제수,곤약분(중국산),수산화칼슘*콩국수맛분말스프:콩가루78.3%(중국산70%,국산30%),식물성유지혼합분[야자경화유(외국산)],설탕,고소한맛베이스,알파옥수수분말,정제소금,볶음참깨,볶은검은깨,영양강화제-대두,우유,땅콩 함유-밀,계란,쇠고기,돼지고기,닭고기,메밀,토마토,오징어,새우,게,고등어,조개류(굴,홍합 포함) 혼입가능",115,6,9,6
187,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2260,가뿐한끼 짜장,https://ottogi.co.kr/pds/product/2022-09-30_654546790[3].jpg,"정제수, 양파(국산), 닭고기10%(국산), 양파퓨레(중국산), 감자(깜자,산도조절제), 춘장(밀가루,대두,정제소금,카라멜색소,주정), 카놀라유, 양배추, 혼합제제(변성전분,설탕,덱스트린), 설탕, 양파맛분말, 구운양파조각, 참맛짜장양념분, 복합양념, 난각분말, 쇠고기다시, L-글루탐산나트륨(향미증진제), 향미증진제",125,15,6,4.3
188,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2261,라망 스틱치즈 노블,https://ottogi.co.kr/pds/product/2021-04-21_885056176[1].jpg,"체다치즈 100%(뉴질랜드산:우유, 정제소금, 배양액, 우유응고효소)",70,0,6,5
189,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2262,라망 스틱치즈 체다,https://ottogi.co.kr/pds/product/2021-04-21_885056176[3].jpg,"칼라체다치즈 100%[뉴질랜드산:우유, 정제소금, 배양액, 우유응고효소, 베타카로틴(착색료)]",85,0,5,7
190,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2263,라망 슈레드치즈 모짜렐라,https://ottogi.co.kr/pds/product/2021-04-21_885056176[5].JPG,"모짜렐라치즈 99.17%[뉴질랜드산: 원유, 정제소금, 유산균배양액, 우유응고효소, 산도조절제], 분말셀룰로스                                                                우유함유",75,0,7,5
